record,1,",",1
record,1,",",2
record,1,",",3
record,1,",",4
record,1,",",5
record,1,",",6
record,1,",",7
record,1,",",8
record,1,",",9
record,1,",",10
record,1,",",11
record,1,",",12
record,1,",",13
record,1,",",14
record,1,",",15
record,1,",",16
record,1,",",17
record,1,",",18
record,1,",",19
record,1,",",20
record,1,",",21
record,1,",",22
record,1,",",23
record,1,",",24
record,1,",",25
record,1,",",26
record,1,",",27
record,1,",",28
record,1,",",29
record,1,",",30
record,1,",",31
record,1,",",32
record,1,",",33
record,1,",",34
record,1,",",35
record,1,",",36
record,1,",",37
record,1,",",38
record,1,",",39
record,1,",",40
record,1,",",41
record,1,",",42
record,1,",",43
record,1,",",44
record,1,",",45
record,1,",",46
record,1,",",47
record,1,",",48
record,1,",",49
record,1,",",50
record,2,",",1
record,2,",",2
record,2,",",3
record,2,",",4
record,2,",",5
record,2,",",6
record,2,",",7
record,2,",",8
record,2,",",9
record,2,",",10
record,2,",",11
record,2,",",12
record,2,",",13
record,2,",",14
record,2,",",15
record,2,",",16
record,2,",",17
record,2,",",18
record,2,",",19
record,2,",",20
record,2,",",21
record,2,",",22
record,2,",",23
record,2,",",24
record,2,",",25
record,2,",",26
record,2,",",27
record,2,",",28
record,2,",",29
record,2,",",30
record,2,",",31
record,2,",",32
record,2,",",33
record,2,",",34
record,2,",",35
record,2,",",36
record,2,",",37
record,2,",",38
record,2,",",39
record,2,",",40
record,3,",",1
record,3,",",2
record,3,",",3
record,3,",",4
record,3,",",5
record,3,",",6
record,3,",",7
record,3,",",8
record,3,",",9
record,3,",",10
record,3,",",11
record,3,",",12
record,3,",",13
record,3,",",14
record,3,",",15
record,3,",",16
record,3,",",17
record,3,",",18
record,3,",",19
record,3,",",20
record,3,",",21
record,3,",",22
record,3,",",23
record,3,",",24
record,3,",",25
record,3,",",26
record,3,",",27
record,4,",",1
record,4,",",2
record,4,",",3
record,4,",",4
record,4,",",5
record,4,",",6
record,4,",",7
record,4,",",8
record,4,",",9
record,4,",",10
record,4,",",11
record,4,",",12
record,4,",",13
record,4,",",14
record,4,",",15
record,4,",",16
record,4,",",17
record,4,",",18
record,4,",",19
record,4,",",20
record,4,",",21
record,4,",",22
record,4,",",23
record,4,",",24
record,4,",",25
record,4,",",26
record,4,",",27
record,4,",",28
record,4,",",29
record,4,",",30
record,4,",",31
record,4,",",32
record,4,",",33
record,4,",",34
record,4,",",35
record,4,",",36
record,5,",",1
record,5,",",2
record,5,",",3
record,5,",",4
record,5,",",5
record,5,",",6
record,5,",",7
record,5,",",8
record,5,",",9
record,5,",",10
record,5,",",11
record,5,",",12
record,5,",",13
record,5,",",14
record,5,",",15
record,5,",",16
record,5,",",17
record,5,",",18
record,5,",",19
record,5,",",20
record,5,",",21
record,5,",",22
record,5,",",23
record,5,",",24
record,5,",",25
record,5,",",26
record,5,",",27
record,5,",",28
record,5,",",29
record,5,",",30
record,5,",",31
record,5,",",32
record,5,",",33
record,5,",",34
